contract_id,player_id,team_id,contract_type,start_year,end_year,years_total,years_remaining,total_value,average_annual_value,base_salary_2026,signing_bonus_total,bonus_proration_2026,roster_bonus_2026,guaranteed_money,cap_hit_2026,dead_cap_if_cut_2026,no_trade_clause,contract_status,data_class
CTR01447,DAL_RB_03,DAL,ROOKIE_SCALE,2023,2026,4,1,4240000,1060000,767526,1169895,292474,0,1060000,1060000,292474,0,ACTIVE,MODELED
CTR01448,DAL_RB_04,DAL,UDFA,2026,2028,3,3,2520000,840000,756000,333853,111284,0,50400,867284,333853,0,ACTIVE,MODELED
CTR01449,DAL_RB_05,DAL,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR01450,DAL_FB_01,DAL,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR01451,DAL_WR_01,DAL,VETERAN,2026,2026,1,1,5558575,5558575,3663853,1894722,1894722,0,1926912,5558575,1894722,0,ACTIVE,MODELED
CTR01452,DAL_WR_02,DAL,VETERAN,2025,2026,2,1,16670624,8335312,5525814,5618996,2809498,500119,5992156,8835431,2809498,0,ACTIVE,MODELED
CTR01453,DAL_WR_03,DAL,VETERAN,2026,2027,2,2,16035417,8017709,6377790,3279837,1639919,0,6822133,8017709,3279837,0,ACTIVE,MODELED
CTR01454,DAL_WR_04,DAL,VETERAN_MINIMUM,2025,2026,2,1,2840000,1420000,1420000,0,0,0,142000,1420000,0,0,ACTIVE,MODELED
CTR01455,DAL_WR_05,DAL,VETERAN_MINIMUM,2026,2028,3,3,3990000,1330000,1330000,0,0,0,199500,1330000,0,0,ACTIVE,MODELED
CTR01456,DAL_WR_06,DAL,VETERAN_MINIMUM,2024,2028,5,3,6778898,1355780,1355780,0,0,0,338945,1355780,0,0,ACTIVE,MODELED
CTR01457,DAL_WR_07,DAL,VETERAN_MINIMUM,2025,2026,2,1,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR01458,DAL_WR_08,DAL,VETERAN,2025,2027,3,2,4593464,1531155,1073243,1373735,457912,0,1589502,1531155,915823,0,ACTIVE,MODELED
CTR01459,DAL_WR_09,DAL,UDFA,2025,2027,3,2,2520000,840000,756000,817630,272543,0,50400,1028543,545086,0,ACTIVE,MODELED
CTR01460,DAL_WR_10,DAL,VETERAN_MINIMUM,2024,2026,3,1,3090000,1030000,1030000,0,0,0,154500,1030000,0,0,ACTIVE,MODELED
CTR01461,DAL_WR_11,DAL,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR01462,DAL_TE_01,DAL,VETERAN_MINIMUM,2025,2026,2,1,2260000,1130000,1130000,0,0,0,113000,1130000,0,0,ACTIVE,MODELED
CTR01463,DAL_TE_02,DAL,VETERAN_MINIMUM,2025,2029,5,4,6050000,1210000,1210000,0,0,0,302500,1210000,0,0,ACTIVE,MODELED
CTR01464,DAL_TE_03,DAL,VETERAN_MINIMUM,2026,2026,1,1,1420000,1420000,1420000,0,0,0,71000,1420000,0,0,ACTIVE,MODELED
CTR01465,DAL_TE_04,DAL,VETERAN_MINIMUM,2025,2026,2,1,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR01466,DAL_TE_05,DAL,ROOKIE_SCALE,2025,2028,4,3,4240000,1060000,819985,960059,240015,0,1060000,1060000,720044,0,ACTIVE,MODELED
CTR01467,DAL_TE_06,DAL,ROOKIE_SCALE,2025,2028,4,3,3860000,965000,756000,1160575,290144,0,965000,1046144,870432,0,ACTIVE,MODELED
CTR01468,DAL_OT_01,DAL,VETERAN,2026,2027,2,2,40634730,20317365,17986534,4661662,2330831,1219042,18216093,21536407,4661662,0,ACTIVE,MODELED
CTR01469,DAL_OT_02,DAL,VETERAN,2026,2027,2,2,30908368,15454184,13000761,4906846,2453423,927251,15128027,16381435,4906846,0,ACTIVE,MODELED
CTR01470,DAL_OT_03,DAL,VETERAN_MINIMUM,2025,2026,2,1,2420000,1210000,1210000,0,0,0,121000,1210000,0,0,ACTIVE,MODELED
CTR01471,DAL_OT_04,DAL,VETERAN,2026,2026,1,1,2221616,2221616,1525877,695739,695739,0,1326442,2221616,695739,0,ACTIVE,MODELED
CTR01472,DAL_OT_05,DAL,VETERAN_MINIMUM,2026,2027,2,2,2660000,1330000,1330000,0,0,0,133000,1330000,0,0,ACTIVE,MODELED
CTR01473,DAL_OT_06,DAL,VETERAN_MINIMUM,2024,2026,3,1,3390000,1130000,1130000,0,0,0,169500,1130000,0,0,ACTIVE,MODELED
CTR01474,DAL_OG_01,DAL,VETERAN,2026,2026,1,1,4722550,4722550,4309012,413538,413538,141676,626204,4864226,413538,0,ACTIVE,MODELED
CTR01475,DAL_OG_02,DAL,VETERAN,2026,2027,2,2,15350191,7675096,6720761,1908669,954334,0,6948211,7675096,1908669,0,ACTIVE,MODELED
CTR01476,DAL_OG_03,DAL,VETERAN_MINIMUM,2025,2026,2,1,3234663,1617332,1617332,0,0,0,161733,1617332,0,0,ACTIVE,MODELED
CTR01477,DAL_OG_04,DAL,VETERAN_MINIMUM,2026,2027,2,2,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR01478,DAL_OG_05,DAL,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR01479,DAL_OG_06,DAL,UDFA,2025,2027,3,2,2520000,840000,756000,269570,89857,0,50400,845857,179713,0,ACTIVE,MODELED
CTR01480,DAL_C_01,DAL,VETERAN,2026,2026,1,1,2740660,2740660,2042475,698185,698185,0,969361,2740660,698185,0,ACTIVE,MODELED
CTR01481,DAL_C_02,DAL,VETERAN,2026,2027,2,2,5606413,2803206,1995708,1614997,807499,0,2564948,2803206,1614997,0,ACTIVE,MODELED
CTR01482,DAL_C_03,DAL,VETERAN_MINIMUM,2026,2026,1,1,1210000,1210000,1210000,0,0,0,60500,1210000,0,0,ACTIVE,MODELED
CTR01483,DAL_EDGE_01,DAL,VETERAN,2026,2026,1,1,2743848,2743848,1942303,801545,801545,82315,378027,2826164,801545,0,ACTIVE,MODELED
CTR01484,DAL_EDGE_02,DAL,VETERAN,2026,2026,1,1,37039082,37039082,29277293,7761790,7761790,0,11308001,37039082,7761790,0,ACTIVE,MODELED
CTR01485,DAL_EDGE_03,DAL,VETERAN,2025,2026,2,1,17598703,8799352,6012218,5574266,2787133,527961,7772534,9327313,2787133,0,ACTIVE,MODELED
CTR01486,DAL_EDGE_04,DAL,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR01487,DAL_EDGE_05,DAL,VETERAN,2026,2026,1,1,2110457,2110457,1878294,232163,232163,0,1885566,2110457,232163,0,ACTIVE,MODELED
CTR01488,DAL_EDGE_06,DAL,UDFA,2024,2026,3,1,2520000,840000,756000,626568,208856,0,50400,964856,208856,0,ACTIVE,MODELED
CTR01489,DAL_EDGE_07,DAL,VETERAN_MINIMUM,2023,2026,4,1,4520000,1130000,1130000,0,0,0,226000,1130000,0,0,ACTIVE,MODELED
CTR01490,DAL_EDGE_08,DAL,UDFA,2024,2026,3,1,2520000,840000,756000,689292,229764,0,50400,985764,229764,0,ACTIVE,MODELED
CTR01491,DAL_EDGE_09,DAL,ROOKIE_SCALE,2026,2029,4,4,3860000,965000,780020,739920,184980,0,965000,965000,739920,0,ACTIVE,MODELED
CTR01492,DAL_DT_01,DAL,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR01493,DAL_DT_02,DAL,VETERAN,2026,2026,1,1,2016561,2016561,1432378,584183,584183,0,1099885,2016561,584183,0,ACTIVE,MODELED
CTR01494,DAL_DT_03,DAL,VETERAN,2025,2026,2,1,8162026,4081013,3206795,1748437,874218,0,4422797,4081013,874218,0,ACTIVE,MODELED
CTR01495,DAL_DT_04,DAL,VETERAN_MINIMUM,2025,2026,2,1,2712685,1356342,1356342,0,0,0,135634,1356342,0,0,ACTIVE,MODELED
CTR01496,DAL_DT_05,DAL,VETERAN,2026,2026,1,1,1691806,1691806,1208417,483389,483389,0,959579,1691806,483389,0,ACTIVE,MODELED
CTR01497,DAL_DT_06,DAL,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR01498,DAL_DT_07,DAL,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR01499,DAL_DT_08,DAL,VETERAN_MINIMUM,2026,2029,4,4,4120000,1030000,1030000,0,0,0,206000,1030000,0,0,ACTIVE,MODELED
CTR01500,DAL_LB_01,DAL,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR01501,DAL_LB_02,DAL,VETERAN,2024,2027,4,2,21145712,5286428,4978620,1231230,307807,0,7268294,5286428,615615,0,ACTIVE,MODELED
CTR01502,DAL_LB_03,DAL,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR01503,DAL_LB_04,DAL,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR01504,DAL_LB_05,DAL,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR01505,DAL_LB_06,DAL,UDFA,2025,2027,3,2,2520000,840000,756000,734438,244813,0,50400,1000813,489626,0,ACTIVE,MODELED
CTR01506,DAL_LB_07,DAL,ROOKIE_SCALE,2026,2029,4,4,3980000,995000,880540,457840,114460,0,995000,995000,457840,0,ACTIVE,MODELED
CTR01507,DAL_LB_08,DAL,VETERAN_MINIMUM,2024,2026,3,1,3090000,1030000,1030000,0,0,0,154500,1030000,0,0,ACTIVE,MODELED
CTR01508,DAL_CB_01,DAL,VETERAN,2025,2026,2,1,13077827,6538914,5000343,3077141,1538571,0,8937863,6538914,1538571,0,ACTIVE,MODELED
CTR01509,DAL_CB_02,DAL,VETERAN,2025,2027,3,2,36799031,12266344,11163091,3309758,1103253,0,16966835,12266344,2206505,0,ACTIVE,MODELED
CTR01510,DAL_CB_03,DAL,ROOKIE_SCALE,2024,2028,5,3,23914705,4782941,3394552,6941944,1388389,0,23914705,4782941,4165167,0,ACTIVE,MODELED
CTR01511,DAL_CB_04,DAL,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR01512,DAL_CB_05,DAL,VETERAN,2025,2026,2,1,16618106,8309053,5956288,4705531,2352766,0,9113525,8309053,2352766,0,ACTIVE,MODELED
CTR01513,DAL_CB_06,DAL,VETERAN_MINIMUM,2026,2026,1,1,1420000,1420000,1420000,0,0,0,71000,1420000,0,0,ACTIVE,MODELED
CTR01514,DAL_CB_07,DAL,VETERAN_MINIMUM,2025,2026,2,1,2420000,1210000,1210000,0,0,0,121000,1210000,0,0,ACTIVE,MODELED
CTR01515,DAL_CB_08,DAL,VETERAN,2025,2026,2,1,3669927,1834964,1414043,841842,420921,0,295481,1834964,420921,0,ACTIVE,MODELED
CTR01516,DAL_CB_09,DAL,UDFA,2026,2028,3,3,2520000,840000,803562,109313,36438,0,50400,840000,109313,0,ACTIVE,MODELED
CTR01517,DAL_CB_10,DAL,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR01518,DAL_CB_11,DAL,ROOKIE_SCALE,2026,2029,4,4,4240000,1060000,778476,1126097,281524,0,1060000,1060000,1126097,0,ACTIVE,MODELED
CTR01519,DAL_S_01,DAL,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR01520,DAL_S_02,DAL,VETERAN,2024,2026,3,1,6532605,2177535,1705763,1415316,471772,195978,2608588,2373513,471772,0,ACTIVE,MODELED
CTR01521,DAL_S_03,DAL,VETERAN_MINIMUM,2026,2026,1,1,1210000,1210000,1210000,0,0,0,60500,1210000,0,0,ACTIVE,MODELED
CTR01522,DAL_S_04,DAL,VETERAN_MINIMUM,2026,2026,1,1,1210000,1210000,1210000,0,0,0,60500,1210000,0,0,ACTIVE,MODELED
CTR01523,DAL_S_05,DAL,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR01524,DAL_S_06,DAL,UDFA,2026,2028,3,3,2520000,840000,756000,705737,235246,0,50400,991246,705737,0,ACTIVE,MODELED
CTR01525,DAL_S_07,DAL,VETERAN_MINIMUM,2026,2027,2,2,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR01526,DAL_K_01,DAL,VETERAN_MINIMUM,2024,2026,3,1,3990000,1330000,1330000,0,0,0,199500,1330000,0,0,ACTIVE,MODELED
CTR01527,DAL_K_02,DAL,UDFA,2024,2026,3,1,2520000,840000,756000,911556,303852,0,50400,1059852,303852,0,ACTIVE,MODELED
CTR01528,DAL_P_01,DAL,VETERAN_MINIMUM,2026,2027,2,2,2660000,1330000,1330000,0,0,0,133000,1330000,0,0,ACTIVE,MODELED
CTR01529,DAL_P_02,DAL,VETERAN_MINIMUM,2025,2026,2,1,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR01530,DAL_LS_01,DAL,VETERAN_MINIMUM,2025,2026,2,1,2660000,1330000,1330000,0,0,0,133000,1330000,0,0,ACTIVE,MODELED
CTR01531,PHI_QB_01,PHI,VETERAN,2024,2027,4,2,60430369,15107592,10406656,18803744,4700936,1812911,30436082,16920503,9401872,0,ACTIVE,MODELED
CTR01532,PHI_QB_02,PHI,VETERAN_MINIMUM,2026,2026,1,1,1420000,1420000,1420000,0,0,0,71000,1420000,0,0,ACTIVE,MODELED
CTR01533,PHI_QB_03,PHI,VETERAN_MINIMUM,2024,2028,5,3,6650000,1330000,1330000,0,0,0,332500,1330000,0,0,ACTIVE,MODELED
CTR01534,PHI_QB_04,PHI,UDFA,2025,2027,3,2,2520000,840000,756000,977717,325906,0,50400,1081906,651811,0,ACTIVE,MODELED
CTR01535,PHI_RB_01,PHI,VETERAN,2026,2026,1,1,11057513,11057513,8344990,2712522,2712522,331725,8143186,11389238,2712522,0,ACTIVE,MODELED
CTR01536,PHI_RB_02,PHI,VETERAN_MINIMUM,2026,2027,2,2,3753767,1876884,1876884,0,0,0,187688,1876884,0,0,ACTIVE,MODELED
CTR01537,PHI_RB_03,PHI,VETERAN,2026,2026,1,1,3132072,3132072,2690236,441836,441836,93962,1450679,3226034,441836,0,ACTIVE,MODELED
CTR01538,PHI_RB_04,PHI,UDFA,2024,2026,3,1,2520000,840000,756000,467757,155919,0,50400,911919,155919,0,ACTIVE,MODELED
CTR01539,PHI_RB_05,PHI,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR01540,PHI_FB_01,PHI,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR01541,PHI_WR_01,PHI,VETERAN,2026,2026,1,1,7795055,7795055,5688429,2106626,2106626,0,1661083,7795055,2106626,0,ACTIVE,MODELED
CTR01542,PHI_WR_02,PHI,VETERAN,2024,2026,3,1,29130810,9710270,6495960,9642931,3214310,873924,7869383,10584194,3214310,0,ACTIVE,MODELED
CTR01543,PHI_WR_03,PHI,VETERAN,2025,2026,2,1,45299925,22649962,17962669,9374586,4687293,1358998,28444380,24008960,4687293,0,ACTIVE,MODELED
CTR01544,PHI_WR_04,PHI,VETERAN,2025,2026,2,1,4646335,2323168,1925592,795151,397576,139390,2308095,2462558,397576,0,ACTIVE,MODELED
CTR01545,PHI_WR_05,PHI,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR01546,PHI_WR_06,PHI,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR01547,PHI_WR_07,PHI,UDFA,2025,2027,3,2,2520000,840000,756000,626296,208765,0,50400,964765,417531,0,ACTIVE,MODELED
CTR01548,PHI_WR_08,PHI,VETERAN_MINIMUM,2026,2026,1,1,1450779,1450779,1450779,0,0,0,72539,1450779,0,0,ACTIVE,MODELED
CTR01549,PHI_WR_09,PHI,ROOKIE_SCALE,2025,2028,4,3,4240000,1060000,822670,949320,237330,0,1060000,1060000,711990,0,ACTIVE,MODELED
CTR01550,PHI_WR_10,PHI,VETERAN_MINIMUM,2025,2026,2,1,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR01551,PHI_WR_11,PHI,VETERAN_MINIMUM,2025,2026,2,1,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR01552,PHI_TE_01,PHI,VETERAN_MINIMUM,2025,2026,2,1,3249161,1624580,1624580,0,0,0,162458,1624580,0,0,ACTIVE,MODELED
CTR01553,PHI_TE_02,PHI,VETERAN_MINIMUM,2024,2027,4,2,5680000,1420000,1420000,0,0,0,284000,1420000,0,0,ACTIVE,MODELED
CTR01554,PHI_TE_03,PHI,VETERAN_MINIMUM,2026,2027,2,2,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR01555,PHI_TE_04,PHI,UDFA,2024,2026,3,1,2520000,840000,756000,839427,279809,0,50400,1035809,279809,0,ACTIVE,MODELED
CTR01556,PHI_TE_05,PHI,ROOKIE_SCALE,2026,2029,4,4,3980000,995000,756000,1113473,278368,0,995000,1034368,1113473,0,ACTIVE,MODELED
CTR01557,PHI_TE_06,PHI,ROOKIE_SCALE,2024,2027,4,2,3860000,965000,756000,1478018,369505,0,965000,1125505,739009,0,ACTIVE,MODELED
CTR01558,PHI_OT_01,PHI,VETERAN,2025,2026,2,1,10988793,5494397,3744756,3499280,1749640,0,5528267,5494397,1749640,0,ACTIVE,MODELED
CTR01559,PHI_OT_02,PHI,VETERAN,2026,2026,1,1,7122438,7122438,5027859,2094580,2094580,0,3391811,7122438,2094580,0,ACTIVE,MODELED
CTR01560,PHI_OT_03,PHI,VETERAN_MINIMUM,2025,2026,2,1,2420000,1210000,1210000,0,0,0,121000,1210000,0,0,ACTIVE,MODELED
CTR01561,PHI_OT_04,PHI,VETERAN,2025,2027,3,2,5810206,1936735,1527492,1227729,409243,174306,2345971,2111042,818486,0,ACTIVE,MODELED
CTR01562,PHI_OT_05,PHI,VETERAN_MINIMUM,2026,2026,1,1,1408563,1408563,1408563,0,0,0,70428,1408563,0,0,ACTIVE,MODELED
CTR01563,PHI_OT_06,PHI,ROOKIE_SCALE,2026,2029,4,4,3980000,995000,756000,981884,245471,0,995000,1001471,981884,0,ACTIVE,MODELED
CTR01564,PHI_OG_01,PHI,VETERAN,2026,2028,3,3,52923581,17641194,11717705,17770467,5923489,1587707,16756624,19228901,17770467,0,ACTIVE,MODELED
CTR01565,PHI_OG_02,PHI,VETERAN,2026,2026,1,1,11830077,11830077,9748001,2082076,2082076,0,6516663,11830077,2082076,0,ACTIVE,MODELED
CTR01566,PHI_OG_03,PHI,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR01567,PHI_OG_04,PHI,VETERAN_MINIMUM,2025,2026,2,1,2660000,1330000,1330000,0,0,0,133000,1330000,0,0,ACTIVE,MODELED
CTR01568,PHI_OG_05,PHI,VETERAN_MINIMUM,2026,2026,1,1,1210000,1210000,1210000,0,0,0,60500,1210000,0,0,ACTIVE,MODELED
CTR01569,PHI_OG_06,PHI,UDFA,2024,2026,3,1,2520000,840000,756000,356366,118789,0,50400,874789,118789,0,ACTIVE,MODELED
CTR01570,PHI_C_01,PHI,VETERAN,2024,2026,3,1,8556322,2852107,2216615,1906478,635493,256690,3474346,3108797,635493,0,ACTIVE,MODELED
CTR01571,PHI_C_02,PHI,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR01572,PHI_C_03,PHI,VETERAN_MINIMUM,2025,2026,2,1,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR01573,PHI_EDGE_01,PHI,VETERAN,2025,2027,3,2,51549985,17183328,12944562,12716300,4238767,1546500,25427360,18729828,8477533,0,ACTIVE,MODELED
CTR01574,PHI_EDGE_02,PHI,VETERAN,2026,2026,1,1,11579525,11579525,10466247,1113279,1113279,0,7124027,11579525,1113279,0,ACTIVE,MODELED
CTR01575,PHI_EDGE_03,PHI,VETERAN,2024,2027,4,2,12939034,3234758,2447101,3150630,787658,0,8534745,3234758,1575315,0,ACTIVE,MODELED
CTR01576,PHI_EDGE_04,PHI,VETERAN_MINIMUM,2025,2028,4,3,4120000,1030000,1030000,0,0,0,206000,1030000,0,0,ACTIVE,MODELED
CTR01577,PHI_EDGE_05,PHI,VETERAN,2026,2026,1,1,3090203,3090203,2570264,519938,519938,0,1117425,3090203,519938,0,ACTIVE,MODELED
CTR01578,PHI_EDGE_06,PHI,VETERAN_MINIMUM,2025,2026,2,1,2660000,1330000,1330000,0,0,0,133000,1330000,0,0,ACTIVE,MODELED
CTR01579,PHI_EDGE_07,PHI,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR01580,PHI_EDGE_08,PHI,UDFA,2025,2027,3,2,2520000,840000,756000,565839,188613,0,50400,944613,377226,0,ACTIVE,MODELED
CTR01581,PHI_EDGE_09,PHI,ROOKIE_SCALE,2023,2026,4,1,3980000,995000,756000,1290424,322606,0,995000,1078606,322606,0,ACTIVE,MODELED
CTR01582,PHI_DT_01,PHI,VETERAN,2025,2026,2,1,23746342,11873171,8651794,6442754,3221377,712390,12107384,12585561,3221377,0,ACTIVE,MODELED
CTR01583,PHI_DT_02,PHI,VETERAN,2026,2027,2,2,5294028,2647014,1773192,1747644,873822,0,4159178,2647014,1747644,0,ACTIVE,MODELED
CTR01584,PHI_DT_03,PHI,VETERAN_MINIMUM,2024,2026,3,1,4269230,1423077,1423077,0,0,0,213462,1423077,0,0,ACTIVE,MODELED
CTR01585,PHI_DT_04,PHI,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR01586,PHI_DT_05,PHI,VETERAN,2025,2026,2,1,7534551,3767275,3311001,912549,456274,0,4323019,3767275,456274,0,ACTIVE,MODELED
CTR01587,PHI_DT_06,PHI,UDFA,2025,2027,3,2,2520000,840000,756000,570638,190213,0,50400,946213,380426,0,ACTIVE,MODELED
CTR01588,PHI_DT_07,PHI,UDFA,2024,2026,3,1,2520000,840000,756000,855743,285248,0,50400,1041248,285248,0,ACTIVE,MODELED
CTR01589,PHI_DT_08,PHI,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR01590,PHI_LB_01,PHI,VETERAN,2026,2027,2,2,25729760,12864880,10558874,4612012,2306006,0,13288397,12864880,4612012,0,ACTIVE,MODELED
CTR01591,PHI_LB_02,PHI,VETERAN,2026,2026,1,1,5093210,5093210,3962139,1131071,1131071,152796,2809408,5246006,1131071,0,ACTIVE,MODELED
CTR01592,PHI_LB_03,PHI,UDFA,2026,2028,3,3,2520000,840000,756000,659613,219871,0,50400,975871,659613,0,ACTIVE,MODELED
CTR01593,PHI_LB_04,PHI,ROOKIE_SCALE,2025,2028,4,3,3980000,995000,756000,1167021,291755,0,995000,1047755,875266,0,ACTIVE,MODELED
CTR01594,PHI_LB_05,PHI,VETERAN_MINIMUM,2025,2026,2,1,2420000,1210000,1210000,0,0,0,121000,1210000,0,0,ACTIVE,MODELED
CTR01595,PHI_LB_06,PHI,VETERAN_MINIMUM,2026,2029,4,4,4520000,1130000,1130000,0,0,0,226000,1130000,0,0,ACTIVE,MODELED
CTR01596,PHI_LB_07,PHI,UDFA,2026,2028,3,3,2520000,840000,831029,26914,8971,0,50400,840000,26914,0,ACTIVE,MODELED
CTR01597,PHI_LB_08,PHI,VETERAN_MINIMUM,2026,2027,2,2,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR01598,PHI_CB_01,PHI,VETERAN,2024,2026,3,1,20011280,6670427,4361695,6926196,2308732,0,13006225,6670427,2308732,0,ACTIVE,MODELED
CTR01599,PHI_CB_02,PHI,VETERAN,2026,2026,1,1,4509645,4509645,3411954,1097692,1097692,0,1870507,4509645,1097692,0,ACTIVE,MODELED
CTR01600,PHI_CB_03,PHI,VETERAN,2026,2026,1,1,3528550,3528550,2598042,930509,930509,0,1513349,3528550,930509,0,ACTIVE,MODELED
CTR01601,PHI_CB_04,PHI,VETERAN_MINIMUM,2025,2026,2,1,2260000,1130000,1130000,0,0,0,113000,1130000,0,0,ACTIVE,MODELED
CTR01602,PHI_CB_05,PHI,VETERAN_MINIMUM,2026,2026,1,1,1210000,1210000,1210000,0,0,0,60500,1210000,0,0,ACTIVE,MODELED
CTR01603,PHI_CB_06,PHI,VETERAN_MINIMUM,2025,2027,3,2,3630000,1210000,1210000,0,0,0,181500,1210000,0,0,ACTIVE,MODELED
CTR01604,PHI_CB_07,PHI,VETERAN_MINIMUM,2026,2026,1,1,1621588,1621588,1621588,0,0,0,81079,1621588,0,0,ACTIVE,MODELED
CTR01605,PHI_CB_08,PHI,ROOKIE_SCALE,2023,2026,4,1,3860000,965000,756000,1364302,341075,0,965000,1097075,341075,0,ACTIVE,MODELED
CTR01606,PHI_CB_09,PHI,VETERAN_MINIMUM,2024,2026,3,1,3390000,1130000,1130000,0,0,0,169500,1130000,0,0,ACTIVE,MODELED
CTR01607,PHI_CB_10,PHI,VETERAN_MINIMUM,2025,2026,2,1,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR01608,PHI_CB_11,PHI,ROOKIE_SCALE,2025,2028,4,3,3860000,965000,772421,770315,192579,0,965000,965000,577736,0,ACTIVE,MODELED
CTR01609,PHI_S_01,PHI,VETERAN,2026,2026,1,1,3873277,3873277,3257089,616188,616188,0,1672036,3873277,616188,0,ACTIVE,MODELED
CTR01610,PHI_S_02,PHI,VETERAN,2026,2027,2,2,21185312,10592656,7806178,5572955,2786478,635559,8081341,11228215,5572955,0,ACTIVE,MODELED
CTR01611,PHI_S_03,PHI,ROOKIE_SCALE,2025,2029,5,4,40144575,8028915,6407789,8105628,1621126,0,40144575,8028915,6484503,0,ACTIVE,MODELED
CTR01612,PHI_S_04,PHI,VETERAN_MINIMUM,2026,2027,2,2,2840000,1420000,1420000,0,0,0,142000,1420000,0,0,ACTIVE,MODELED
CTR01613,PHI_S_05,PHI,VETERAN_MINIMUM,2024,2026,3,1,3390000,1130000,1130000,0,0,0,169500,1130000,0,0,ACTIVE,MODELED
CTR01614,PHI_S_06,PHI,UDFA,2025,2027,3,2,2520000,840000,756000,477126,159042,0,50400,915042,318084,0,ACTIVE,MODELED
