player_id,team_id,morale,playing_time_satisfaction,contract_satisfaction,coach_trust,locker_room_influence,trade_request,holdout_risk,data_class
IND_LB_02,IND,89,63,50,54,39,0,11,MODELED
IND_LB_03,IND,59,65,60,68,35,0,0,MODELED
IND_LB_04,IND,72,94,51,42,38,0,1,MODELED
IND_LB_05,IND,60,83,70,76,18,0,4,MODELED
IND_LB_06,IND,48,51,50,59,23,0,12,MODELED
IND_LB_07,IND,47,59,63,51,35,0,8,MODELED
IND_LB_08,IND,47,42,48,69,30,0,0,MODELED
IND_CB_01,IND,73,78,42,59,76,0,26,MODELED
IND_CB_02,IND,96,85,64,55,45,0,2,MODELED
IND_CB_03,IND,100,77,46,41,39,0,11,MODELED
IND_CB_04,IND,48,36,65,61,43,0,0,MODELED
IND_CB_05,IND,54,60,51,54,36,0,2,MODELED
IND_CB_06,IND,64,75,63,42,52,0,0,MODELED
IND_CB_07,IND,59,36,54,43,46,0,15,MODELED
IND_CB_08,IND,46,47,76,70,19,0,4,MODELED
IND_CB_09,IND,55,31,55,47,31,0,11,MODELED
IND_CB_10,IND,32,56,65,59,23,0,18,MODELED
IND_CB_11,IND,45,46,59,78,10,0,12,MODELED
IND_S_01,IND,67,79,36,97,82,0,25,MODELED
IND_S_02,IND,96,67,54,30,31,0,19,MODELED
IND_S_03,IND,62,67,67,59,7,0,14,MODELED
IND_S_04,IND,54,76,57,79,13,0,8,MODELED
IND_S_05,IND,55,48,69,73,81,0,7,MODELED
IND_S_06,IND,56,34,66,59,1,0,12,MODELED
IND_S_07,IND,50,30,95,86,5,0,0,MODELED
IND_K_01,IND,85,63,68,57,35,0,22,MODELED
IND_K_02,IND,43,43,100,61,17,0,24,MODELED
IND_P_01,IND,90,71,42,92,47,0,9,MODELED
IND_P_02,IND,45,58,78,73,36,0,13,MODELED
IND_LS_01,IND,80,89,68,51,19,0,4,MODELED
JAX_QB_01,JAX,92,78,69,52,35,0,10,MODELED
JAX_QB_02,JAX,72,61,41,77,19,0,21,MODELED
JAX_QB_03,JAX,65,35,90,97,39,0,24,MODELED
JAX_QB_04,JAX,39,47,76,48,28,0,4,MODELED
JAX_RB_01,JAX,77,87,75,71,59,0,17,MODELED
JAX_RB_02,JAX,51,64,91,58,42,0,23,MODELED
JAX_RB_03,JAX,57,69,68,73,67,0,0,MODELED
JAX_RB_04,JAX,54,45,59,38,35,0,25,MODELED
JAX_RB_05,JAX,37,66,64,91,9,0,12,MODELED
JAX_FB_01,JAX,88,99,68,47,85,0,25,MODELED
JAX_WR_01,JAX,58,89,54,71,50,0,0,MODELED
JAX_WR_02,JAX,80,96,45,67,36,0,20,MODELED
JAX_WR_03,JAX,84,75,72,30,45,0,12,MODELED
JAX_WR_04,JAX,74,59,75,68,18,0,15,MODELED
JAX_WR_05,JAX,53,64,97,94,10,0,29,MODELED
JAX_WR_06,JAX,48,72,72,51,40,0,0,MODELED
JAX_WR_07,JAX,57,38,67,66,40,0,8,MODELED
JAX_WR_08,JAX,66,42,62,51,41,0,0,MODELED
JAX_WR_09,JAX,27,49,45,66,46,0,0,MODELED
JAX_WR_10,JAX,45,39,63,76,7,0,10,MODELED
JAX_WR_11,JAX,45,59,56,74,10,0,0,MODELED
JAX_TE_01,JAX,84,97,72,90,67,0,9,MODELED
JAX_TE_02,JAX,63,73,69,48,73,0,10,MODELED
JAX_TE_03,JAX,79,47,70,79,50,0,4,MODELED
JAX_TE_04,JAX,52,74,68,71,30,0,0,MODELED
JAX_TE_05,JAX,38,10,68,82,23,0,0,MODELED
JAX_TE_06,JAX,36,34,46,42,14,0,10,MODELED
JAX_OT_01,JAX,91,57,47,64,69,0,5,MODELED
JAX_OT_02,JAX,84,98,67,44,29,0,8,MODELED
JAX_OT_03,JAX,71,58,37,63,70,0,21,MODELED
JAX_OT_04,JAX,63,43,74,43,69,0,10,MODELED
JAX_OT_05,JAX,53,41,54,95,13,0,6,MODELED
JAX_OT_06,JAX,37,42,63,75,22,0,9,MODELED
JAX_OG_01,JAX,83,100,70,89,60,0,23,MODELED
JAX_OG_02,JAX,72,91,71,71,39,0,10,MODELED
JAX_OG_03,JAX,79,52,61,52,40,0,7,MODELED
JAX_OG_04,JAX,66,70,45,64,71,0,7,MODELED
JAX_OG_05,JAX,74,34,68,83,14,0,7,MODELED
JAX_OG_06,JAX,33,29,94,78,59,0,0,MODELED
JAX_C_01,JAX,100,76,53,81,57,0,35,MODELED
JAX_C_02,JAX,76,52,81,66,63,0,8,MODELED
JAX_C_03,JAX,57,57,68,64,29,0,3,MODELED
JAX_EDGE_01,JAX,90,80,61,61,39,0,29,MODELED
JAX_EDGE_02,JAX,89,90,46,49,61,0,0,MODELED
JAX_EDGE_03,JAX,67,80,70,62,56,0,13,MODELED
JAX_EDGE_04,JAX,77,73,56,79,31,0,5,MODELED
JAX_EDGE_05,JAX,87,99,72,38,19,0,10,MODELED
JAX_EDGE_06,JAX,69,66,71,50,41,0,10,MODELED
JAX_EDGE_07,JAX,32,63,87,78,43,0,11,MODELED
JAX_EDGE_08,JAX,53,35,61,60,20,0,0,MODELED
JAX_EDGE_09,JAX,40,49,58,70,30,0,28,MODELED
JAX_DT_01,JAX,79,84,62,65,74,0,28,MODELED
JAX_DT_02,JAX,83,85,51,93,85,0,12,MODELED
JAX_DT_03,JAX,63,75,77,34,52,0,12,MODELED
JAX_DT_04,JAX,57,84,76,54,47,0,13,MODELED
JAX_DT_05,JAX,49,69,56,39,46,0,5,MODELED
JAX_DT_06,JAX,53,53,39,68,32,0,21,MODELED
JAX_DT_07,JAX,46,47,59,68,17,0,7,MODELED
JAX_DT_08,JAX,52,53,97,69,51,0,10,MODELED
JAX_LB_01,JAX,67,77,46,88,47,0,3,MODELED
JAX_LB_02,JAX,100,76,27,80,70,0,7,MODELED
JAX_LB_03,JAX,67,63,79,66,41,0,18,MODELED
JAX_LB_04,JAX,46,75,72,69,26,0,4,MODELED
JAX_LB_05,JAX,78,71,58,51,48,0,6,MODELED
JAX_LB_06,JAX,55,55,72,50,28,0,3,MODELED
JAX_LB_07,JAX,58,23,81,45,43,0,13,MODELED
JAX_LB_08,JAX,56,45,77,70,14,0,20,MODELED
JAX_CB_01,JAX,99,100,51,68,31,0,21,MODELED
JAX_CB_02,JAX,85,97,56,68,33,0,8,MODELED
JAX_CB_03,JAX,77,83,68,73,85,0,14,MODELED
JAX_CB_04,JAX,70,67,80,53,77,0,0,MODELED
JAX_CB_05,JAX,52,66,74,80,40,0,15,MODELED
JAX_CB_06,JAX,75,80,57,66,68,0,7,MODELED
JAX_CB_07,JAX,58,54,60,92,44,0,0,MODELED
JAX_CB_08,JAX,58,41,76,71,45,0,2,MODELED
JAX_CB_09,JAX,47,24,50,63,14,0,3,MODELED
JAX_CB_10,JAX,56,44,81,56,12,0,1,MODELED
JAX_CB_11,JAX,58,58,64,51,14,0,4,MODELED
JAX_S_01,JAX,88,63,71,61,41,0,0,MODELED
JAX_S_02,JAX,70,100,45,45,44,0,0,MODELED
JAX_S_03,JAX,84,74,74,57,17,0,9,MODELED
JAX_S_04,JAX,80,44,54,63,66,0,0,MODELED
JAX_S_05,JAX,37,47,63,88,42,0,18,MODELED
JAX_S_06,JAX,23,50,98,42,13,0,0,MODELED
JAX_S_07,JAX,67,62,60,71,22,0,12,MODELED
JAX_K_01,JAX,97,81,80,100,70,0,12,MODELED
JAX_K_02,JAX,56,65,68,58,40,0,5,MODELED
JAX_P_01,JAX,89,66,81,53,43,0,16,MODELED
JAX_P_02,JAX,55,56,55,96,54,0,2,MODELED
JAX_LS_01,JAX,74,77,69,67,59,0,0,MODELED
TEN_QB_01,TEN,79,84,76,50,88,0,18,MODELED
TEN_QB_02,TEN,53,58,84,75,32,0,3,MODELED
TEN_QB_03,TEN,45,58,95,52,37,0,0,MODELED
TEN_QB_04,TEN,43,40,64,81,17,0,0,MODELED
TEN_RB_01,TEN,82,63,40,29,77,0,17,MODELED
TEN_RB_02,TEN,62,62,26,76,55,0,17,MODELED
TEN_RB_03,TEN,61,68,79,58,50,0,3,MODELED
TEN_RB_04,TEN,47,64,62,76,25,0,0,MODELED
TEN_RB_05,TEN,44,37,92,63,31,0,0,MODELED
TEN_FB_01,TEN,93,79,38,34,51,0,0,MODELED
TEN_WR_01,TEN,78,79,50,47,75,0,2,MODELED
TEN_WR_02,TEN,89,73,55,66,63,0,13,MODELED
TEN_WR_03,TEN,76,89,50,67,41,0,19,MODELED
TEN_WR_04,TEN,69,65,74,69,44,0,0,MODELED
TEN_WR_05,TEN,62,72,30,81,58,0,0,MODELED
TEN_WR_06,TEN,46,72,24,66,55,0,16,MODELED
TEN_WR_07,TEN,77,39,54,55,9,0,7,MODELED
TEN_WR_08,TEN,43,46,56,61,10,0,16,MODELED
TEN_WR_09,TEN,54,44,67,51,35,0,20,MODELED
TEN_WR_10,TEN,50,52,69,53,39,0,0,MODELED
TEN_WR_11,TEN,40,18,86,72,24,0,0,MODELED
TEN_TE_01,TEN,100,73,97,69,55,0,13,MODELED
TEN_TE_02,TEN,69,58,90,44,21,0,8,MODELED
TEN_TE_03,TEN,64,58,57,69,73,0,7,MODELED
TEN_TE_04,TEN,56,85,63,57,36,0,0,MODELED
TEN_TE_05,TEN,49,40,56,66,40,0,16,MODELED
TEN_TE_06,TEN,51,62,74,44,21,0,7,MODELED
TEN_OT_01,TEN,72,72,52,79,77,0,16,MODELED
TEN_OT_02,TEN,95,91,50,51,52,0,6,MODELED
TEN_OT_03,TEN,68,79,57,33,26,0,0,MODELED
TEN_OT_04,TEN,79,65,43,100,37,0,2,MODELED
TEN_OT_05,TEN,40,42,76,67,44,0,13,MODELED
TEN_OT_06,TEN,22,57,48,71,1,0,12,MODELED
TEN_OG_01,TEN,95,64,14,74,21,0,9,MODELED
TEN_OG_02,TEN,74,100,54,50,81,0,2,MODELED
TEN_OG_03,TEN,77,58,70,69,50,0,6,MODELED
TEN_OG_04,TEN,78,56,67,65,68,0,19,MODELED
TEN_OG_05,TEN,50,52,53,60,40,0,0,MODELED
TEN_OG_06,TEN,49,31,80,78,5,0,2,MODELED
TEN_C_01,TEN,79,90,32,63,76,0,16,MODELED
TEN_C_02,TEN,68,68,72,69,47,0,22,MODELED
TEN_C_03,TEN,57,58,73,70,40,0,1,MODELED
TEN_EDGE_01,TEN,89,93,77,71,55,0,11,MODELED
TEN_EDGE_02,TEN,78,86,82,66,65,0,14,MODELED
TEN_EDGE_03,TEN,66,66,25,74,69,0,14,MODELED
TEN_EDGE_04,TEN,48,56,61,48,50,0,15,MODELED
TEN_EDGE_05,TEN,75,69,68,72,57,0,0,MODELED
TEN_EDGE_06,TEN,56,46,62,47,30,0,16,MODELED
TEN_EDGE_07,TEN,46,50,70,55,37,0,25,MODELED
TEN_EDGE_08,TEN,33,54,68,56,37,0,2,MODELED
TEN_EDGE_09,TEN,44,43,71,41,6,0,0,MODELED
TEN_DT_01,TEN,78,73,60,60,54,0,13,MODELED
TEN_DT_02,TEN,100,80,71,75,74,0,8,MODELED
TEN_DT_03,TEN,59,74,61,47,37,0,1,MODELED
TEN_DT_04,TEN,57,75,59,65,50,0,4,MODELED
TEN_DT_05,TEN,57,58,57,53,89,0,25,MODELED
TEN_DT_06,TEN,61,49,45,83,38,0,7,MODELED
TEN_DT_07,TEN,49,26,63,48,17,0,4,MODELED
TEN_DT_08,TEN,58,62,36,93,47,0,17,MODELED
TEN_LB_01,TEN,68,77,76,63,26,0,0,MODELED
TEN_LB_02,TEN,97,57,73,64,62,0,9,MODELED
TEN_LB_03,TEN,57,66,72,67,30,0,21,MODELED
TEN_LB_04,TEN,81,46,53,77,71,0,4,MODELED
TEN_LB_05,TEN,54,60,50,48,67,0,13,MODELED
TEN_LB_06,TEN,49,52,76,86,39,0,17,MODELED
TEN_LB_07,TEN,43,47,59,72,35,0,8,MODELED
TEN_LB_08,TEN,56,43,73,90,32,0,25,MODELED
TEN_CB_01,TEN,100,78,53,93,58,0,25,MODELED
TEN_CB_02,TEN,87,77,52,90,68,0,0,MODELED
TEN_CB_03,TEN,78,70,31,76,80,0,11,MODELED
TEN_CB_04,TEN,60,69,50,38,34,0,0,MODELED
TEN_CB_05,TEN,91,72,65,100,49,0,21,MODELED
TEN_CB_06,TEN,57,59,41,64,66,0,28,MODELED
TEN_CB_07,TEN,44,54,56,58,49,0,0,MODELED
TEN_CB_08,TEN,53,77,72,78,26,0,8,MODELED
TEN_CB_09,TEN,47,42,56,89,37,0,17,MODELED
TEN_CB_10,TEN,48,63,94,61,38,0,0,MODELED
TEN_CB_11,TEN,28,66,38,69,22,0,10,MODELED
TEN_S_01,TEN,69,100,63,58,35,0,7,MODELED
TEN_S_02,TEN,72,98,42,56,81,0,0,MODELED
TEN_S_03,TEN,87,74,62,56,84,0,13,MODELED
TEN_S_04,TEN,73,60,56,68,60,0,3,MODELED
TEN_S_05,TEN,26,33,57,57,5,0,6,MODELED
TEN_S_06,TEN,55,30,85,69,30,0,14,MODELED
TEN_S_07,TEN,44,26,81,84,31,0,10,MODELED
TEN_K_01,TEN,70,73,37,51,36,0,9,MODELED
TEN_K_02,TEN,35,33,74,75,30,0,0,MODELED
TEN_P_01,TEN,78,61,71,64,43,0,20,MODELED
TEN_P_02,TEN,48,59,88,64,36,0,14,MODELED
TEN_LS_01,TEN,89,83,58,71,85,0,9,MODELED
DEN_QB_01,DEN,83,69,40,88,90,0,15,MODELED
DEN_QB_02,DEN,56,91,65,93,100,0,15,MODELED
DEN_QB_03,DEN,27,43,80,40,33,0,3,MODELED
DEN_QB_04,DEN,47,32,50,75,3,0,16,MODELED
DEN_RB_01,DEN,89,67,60,65,76,0,0,MODELED
DEN_RB_02,DEN,80,53,74,100,71,0,0,MODELED
DEN_RB_03,DEN,57,72,100,59,33,0,9,MODELED
DEN_RB_04,DEN,45,68,88,55,6,0,0,MODELED
DEN_RB_05,DEN,53,47,65,47,19,0,0,MODELED
DEN_FB_01,DEN,87,81,83,67,60,0,23,MODELED
DEN_WR_01,DEN,86,76,34,80,75,0,18,MODELED
DEN_WR_02,DEN,82,86,46,65,50,0,12,MODELED
DEN_WR_03,DEN,84,72,75,50,87,0,3,MODELED
DEN_WR_04,DEN,60,73,40,81,62,0,15,MODELED
DEN_WR_05,DEN,61,72,80,35,68,0,14,MODELED
DEN_WR_06,DEN,45,98,51,72,49,0,26,MODELED
DEN_WR_07,DEN,37,43,69,76,58,0,0,MODELED
DEN_WR_08,DEN,47,63,71,66,40,0,6,MODELED
DEN_WR_09,DEN,52,45,66,69,24,0,16,MODELED
DEN_WR_10,DEN,43,44,86,93,32,0,12,MODELED
DEN_WR_11,DEN,31,51,68,74,17,0,16,MODELED
DEN_TE_01,DEN,75,88,48,75,63,0,7,MODELED
DEN_TE_02,DEN,54,62,40,66,85,0,0,MODELED
DEN_TE_03,DEN,82,64,46,57,40,0,2,MODELED
DEN_TE_04,DEN,57,36,69,75,30,0,29,MODELED
DEN_TE_05,DEN,40,32,54,67,6,0,0,MODELED
DEN_TE_06,DEN,62,30,53,63,2,0,4,MODELED
DEN_OT_01,DEN,72,71,49,59,57,0,13,MODELED
DEN_OT_02,DEN,87,65,78,54,45,0,0,MODELED
DEN_OT_03,DEN,59,69,67,61,55,0,10,MODELED
DEN_OT_04,DEN,85,53,74,100,60,0,6,MODELED
DEN_OT_05,DEN,62,65,76,62,48,0,3,MODELED
DEN_OT_06,DEN,49,56,57,68,41,0,12,MODELED
DEN_OG_01,DEN,85,78,74,100,75,0,13,MODELED
DEN_OG_02,DEN,74,71,69,63,41,0,6,MODELED
DEN_OG_03,DEN,85,56,55,79,66,0,0,MODELED
DEN_OG_04,DEN,65,56,82,64,38,0,0,MODELED
DEN_OG_05,DEN,56,36,29,59,39,0,12,MODELED
DEN_OG_06,DEN,33,41,48,91,59,0,14,MODELED
DEN_C_01,DEN,86,96,58,56,59,0,0,MODELED
DEN_C_02,DEN,59,69,66,73,94,0,7,MODELED
DEN_C_03,DEN,56,59,41,61,36,0,8,MODELED
DEN_EDGE_01,DEN,90,63,41,74,69,0,12,MODELED
DEN_EDGE_02,DEN,85,93,76,98,90,0,16,MODELED
DEN_EDGE_03,DEN,65,57,58,79,29,0,0,MODELED
DEN_EDGE_04,DEN,55,56,67,77,30,0,23,MODELED
DEN_EDGE_05,DEN,54,61,54,69,23,0,16,MODELED
DEN_EDGE_06,DEN,54,55,66,73,25,0,9,MODELED
DEN_EDGE_07,DEN,60,47,73,55,36,0,10,MODELED
DEN_EDGE_08,DEN,46,38,66,65,15,0,5,MODELED
DEN_EDGE_09,DEN,49,30,69,86,32,0,3,MODELED
DEN_DT_01,DEN,85,66,48,70,49,0,15,MODELED
DEN_DT_02,DEN,89,90,72,62,61,0,4,MODELED
DEN_DT_03,DEN,85,56,55,56,42,0,5,MODELED
DEN_DT_04,DEN,73,70,51,63,46,0,6,MODELED
DEN_DT_05,DEN,56,53,40,61,54,0,0,MODELED
DEN_DT_06,DEN,58,48,65,67,29,0,0,MODELED
DEN_DT_07,DEN,54,35,58,80,44,0,16,MODELED
DEN_DT_08,DEN,54,49,62,75,48,0,9,MODELED
DEN_LB_01,DEN,93,68,65,80,66,0,6,MODELED
DEN_LB_02,DEN,71,64,72,62,54,0,9,MODELED
DEN_LB_03,DEN,39,63,55,62,26,0,7,MODELED
DEN_LB_04,DEN,63,67,75,76,61,0,0,MODELED
DEN_LB_05,DEN,88,61,60,71,45,0,6,MODELED
DEN_LB_06,DEN,63,57,53,59,20,0,0,MODELED
DEN_LB_07,DEN,58,50,73,72,20,0,19,MODELED
DEN_LB_08,DEN,47,12,77,62,25,0,14,MODELED
DEN_CB_01,DEN,71,84,22,98,74,0,14,MODELED
DEN_CB_02,DEN,84,75,55,71,87,0,20,MODELED
DEN_CB_03,DEN,65,91,33,60,58,0,7,MODELED
DEN_CB_04,DEN,64,57,78,46,21,0,13,MODELED
DEN_CB_05,DEN,77,61,46,43,29,0,10,MODELED
DEN_CB_06,DEN,51,62,74,79,39,0,0,MODELED
DEN_CB_07,DEN,54,60,63,75,30,0,11,MODELED
DEN_CB_08,DEN,73,26,38,56,56,0,20,MODELED
DEN_CB_09,DEN,46,45,66,66,23,0,3,MODELED
DEN_CB_10,DEN,58,32,62,46,15,0,2,MODELED
DEN_CB_11,DEN,34,37,51,44,37,0,0,MODELED
DEN_S_01,DEN,96,100,50,56,100,0,13,MODELED
DEN_S_02,DEN,80,90,75,86,54,0,0,MODELED
DEN_S_03,DEN,61,63,61,67,35,0,13,MODELED
DEN_S_04,DEN,74,59,64,64,62,0,5,MODELED
DEN_S_05,DEN,55,80,71,71,40,0,12,MODELED
DEN_S_06,DEN,37,38,70,54,18,0,16,MODELED
DEN_S_07,DEN,38,45,95,76,11,0,3,MODELED
DEN_K_01,DEN,82,68,71,49,38,0,7,MODELED
DEN_K_02,DEN,51,36,70,77,55,0,15,MODELED
DEN_P_01,DEN,80,97,51,70,55,0,11,MODELED
DEN_P_02,DEN,57,69,56,39,33,0,26,MODELED
DEN_LS_01,DEN,77,60,86,88,66,0,4,MODELED
KC_QB_01,KC,68,88,40,62,49,0,0,MODELED
KC_QB_02,KC,87,44,56,76,89,0,11,MODELED
KC_QB_03,KC,48,35,50,64,40,0,15,MODELED
KC_QB_04,KC,50,53,67,65,1,0,11,MODELED
KC_RB_01,KC,96,91,69,78,47,0,23,MODELED
KC_RB_02,KC,60,63,38,62,68,0,13,MODELED
KC_RB_03,KC,71,65,75,66,60,0,7,MODELED
KC_RB_04,KC,44,49,47,49,28,0,30,MODELED
KC_RB_05,KC,48,42,74,72,29,0,12,MODELED
KC_FB_01,KC,82,100,84,52,36,0,2,MODELED
KC_WR_01,KC,87,92,55,78,45,0,0,MODELED
KC_WR_02,KC,77,81,57,46,38,0,12,MODELED
KC_WR_03,KC,91,69,45,46,68,0,0,MODELED
KC_WR_04,KC,64,86,72,98,47,0,13,MODELED
KC_WR_05,KC,73,57,67,55,61,0,10,MODELED
KC_WR_06,KC,97,60,95,63,44,0,0,MODELED
KC_WR_07,KC,62,75,87,88,46,0,4,MODELED
KC_WR_08,KC,50,37,52,79,26,0,0,MODELED
KC_WR_09,KC,47,41,75,53,19,0,0,MODELED
KC_WR_10,KC,20,52,66,80,38,0,3,MODELED
KC_WR_11,KC,62,36,56,79,36,0,17,MODELED
KC_TE_01,KC,82,80,60,49,44,0,0,MODELED
KC_TE_02,KC,77,58,58,63,51,0,7,MODELED
KC_TE_03,KC,80,82,63,73,34,0,28,MODELED
KC_TE_04,KC,43,56,55,72,43,0,0,MODELED
KC_TE_05,KC,38,46,56,65,8,0,24,MODELED
KC_TE_06,KC,31,53,74,82,44,0,1,MODELED
KC_OT_01,KC,80,64,55,68,75,0,6,MODELED
KC_OT_02,KC,75,91,62,62,82,0,9,MODELED
KC_OT_03,KC,69,72,53,50,39,0,18,MODELED
KC_OT_04,KC,66,71,31,71,25,0,0,MODELED
KC_OT_05,KC,62,64,54,51,14,0,7,MODELED
KC_OT_06,KC,33,48,84,80,27,0,15,MODELED
KC_OG_01,KC,84,71,44,57,76,0,17,MODELED
KC_OG_02,KC,98,85,77,72,23,0,18,MODELED
KC_OG_03,KC,50,91,49,62,28,0,14,MODELED
KC_OG_04,KC,67,69,84,59,46,0,5,MODELED
KC_OG_05,KC,41,48,79,71,16,0,21,MODELED
KC_OG_06,KC,57,40,42,71,31,0,11,MODELED
KC_C_01,KC,86,96,51,51,17,0,14,MODELED
KC_C_02,KC,64,48,74,97,48,0,5,MODELED
KC_C_03,KC,47,43,77,55,37,0,21,MODELED
KC_EDGE_01,KC,77,60,50,54,45,0,7,MODELED
KC_EDGE_02,KC,73,68,59,70,66,0,23,MODELED
KC_EDGE_03,KC,60,57,67,77,29,0,1,MODELED
KC_EDGE_04,KC,83,63,51,44,69,0,0,MODELED
KC_EDGE_05,KC,47,60,85,68,81,0,10,MODELED
KC_EDGE_06,KC,53,53,73,76,39,0,23,MODELED
KC_EDGE_07,KC,48,29,73,70,52,0,5,MODELED
KC_EDGE_08,KC,34,71,70,51,56,0,8,MODELED
KC_EDGE_09,KC,51,60,73,37,33,0,20,MODELED
KC_DT_01,KC,80,97,41,48,56,0,0,MODELED
KC_DT_02,KC,76,78,30,46,70,0,10,MODELED
KC_DT_03,KC,72,84,64,63,65,0,14,MODELED
KC_DT_04,KC,60,58,26,60,39,0,9,MODELED
KC_DT_05,KC,81,92,71,74,43,0,14,MODELED
KC_DT_06,KC,61,34,53,49,23,0,9,MODELED
KC_DT_07,KC,32,29,69,59,19,0,13,MODELED
KC_DT_08,KC,31,55,79,92,13,0,17,MODELED
KC_LB_01,KC,75,97,56,52,36,0,7,MODELED
KC_LB_02,KC,68,86,42,59,70,0,4,MODELED
KC_LB_03,KC,52,72,59,69,74,0,9,MODELED
KC_LB_04,KC,68,78,71,61,22,0,16,MODELED
KC_LB_05,KC,77,61,67,45,38,0,11,MODELED
KC_LB_06,KC,33,55,61,79,29,0,12,MODELED
KC_LB_07,KC,59,33,59,55,37,0,0,MODELED
KC_LB_08,KC,48,36,60,49,56,0,1,MODELED
KC_CB_01,KC,87,71,38,47,87,0,17,MODELED
KC_CB_02,KC,56,84,37,39,56,0,0,MODELED
KC_CB_03,KC,62,96,40,75,70,0,19,MODELED
KC_CB_04,KC,64,39,57,86,79,0,7,MODELED
KC_CB_05,KC,64,64,73,54,21,0,11,MODELED
KC_CB_06,KC,61,70,54,58,44,0,9,MODELED
KC_CB_07,KC,46,65,64,62,29,0,7,MODELED
KC_CB_08,KC,53,66,70,88,46,0,7,MODELED
KC_CB_09,KC,59,46,48,70,34,0,0,MODELED
KC_CB_10,KC,16,23,82,76,25,0,11,MODELED
KC_CB_11,KC,41,52,70,65,12,0,0,MODELED
KC_S_01,KC,99,77,69,62,70,0,10,MODELED
KC_S_02,KC,100,77,55,50,48,0,12,MODELED
KC_S_03,KC,70,62,78,54,48,0,8,MODELED
KC_S_04,KC,62,73,58,64,30,0,21,MODELED
KC_S_05,KC,57,33,68,59,33,0,12,MODELED
KC_S_06,KC,23,36,41,70,46,0,0,MODELED
KC_S_07,KC,46,57,85,86,45,0,19,MODELED
KC_K_01,KC,95,85,66,54,78,0,0,MODELED
KC_K_02,KC,59,55,49,45,31,0,18,MODELED
KC_P_01,KC,81,100,38,87,71,0,5,MODELED
KC_P_02,KC,52,57,54,72,31,0,0,MODELED
KC_LS_01,KC,89,98,50,64,84,0,6,MODELED
LV_QB_01,LV,87,65,32,84,39,0,13,MODELED
LV_QB_02,LV,63,73,85,53,64,0,4,MODELED
LV_QB_03,LV,63,54,80,84,56,0,12,MODELED
LV_QB_04,LV,57,32,55,76,14,0,3,MODELED
LV_RB_01,LV,73,77,70,77,57,0,6,MODELED
LV_RB_02,LV,62,75,70,65,36,0,13,MODELED
LV_RB_03,LV,67,68,51,54,39,0,0,MODELED
LV_RB_04,LV,45,66,62,66,47,0,14,MODELED
LV_RB_05,LV,41,53,74,57,29,0,16,MODELED
LV_FB_01,LV,76,86,72,63,43,0,13,MODELED
LV_WR_01,LV,99,76,33,62,58,0,12,MODELED
LV_WR_02,LV,81,92,86,90,69,0,5,MODELED
LV_WR_03,LV,71,93,83,71,27,0,12,MODELED
LV_WR_04,LV,76,58,62,37,18,0,10,MODELED
LV_WR_05,LV,80,65,55,76,69,0,0,MODELED
LV_WR_06,LV,67,48,74,56,64,0,15,MODELED
LV_WR_07,LV,51,37,69,48,33,0,4,MODELED
LV_WR_08,LV,51,56,39,82,23,0,19,MODELED
LV_WR_09,LV,44,43,78,58,21,0,0,MODELED
LV_WR_10,LV,34,45,83,68,27,0,17,MODELED
LV_WR_11,LV,30,49,87,67,13,0,13,MODELED
LV_TE_01,LV,63,95,48,58,46,0,7,MODELED
LV_TE_02,LV,45,61,51,66,52,0,6,MODELED
LV_TE_03,LV,70,89,62,100,51,0,16,MODELED
LV_TE_04,LV,47,42,68,71,33,0,15,MODELED
LV_TE_05,LV,45,36,64,54,1,0,12,MODELED
LV_TE_06,LV,68,63,56,76,33,0,13,MODELED
LV_OT_01,LV,84,93,56,70,73,0,6,MODELED
LV_OT_02,LV,89,90,68,65,77,0,14,MODELED
LV_OT_03,LV,66,74,83,42,30,0,7,MODELED
LV_OT_04,LV,66,75,77,95,60,0,13,MODELED
LV_OT_05,LV,64,54,81,64,64,0,9,MODELED
LV_OT_06,LV,47,47,70,45,17,0,14,MODELED
LV_OG_01,LV,82,88,44,65,83,0,0,MODELED
LV_OG_02,LV,75,62,39,75,51,0,16,MODELED
LV_OG_03,LV,76,26,62,70,33,0,16,MODELED
LV_OG_04,LV,67,74,75,55,60,0,1,MODELED
LV_OG_05,LV,54,54,66,54,45,0,13,MODELED
LV_OG_06,LV,44,49,51,49,1,0,12,MODELED
LV_C_01,LV,91,87,73,30,72,0,8,MODELED
LV_C_02,LV,74,61,64,58,55,0,24,MODELED
LV_C_03,LV,36,42,76,55,22,0,0,MODELED
LV_EDGE_01,LV,90,100,69,30,57,0,27,MODELED
LV_EDGE_02,LV,72,65,67,48,61,0,10,MODELED
LV_EDGE_03,LV,72,63,75,41,69,0,0,MODELED
LV_EDGE_04,LV,59,63,65,42,64,0,5,MODELED
LV_EDGE_05,LV,59,33,68,51,45,0,6,MODELED
LV_EDGE_06,LV,49,60,66,68,35,0,7,MODELED
LV_EDGE_07,LV,52,37,43,56,48,0,3,MODELED
LV_EDGE_08,LV,62,55,86,65,25,0,1,MODELED
LV_EDGE_09,LV,43,52,79,50,6,0,14,MODELED
LV_DT_01,LV,100,93,80,64,39,0,7,MODELED
LV_DT_02,LV,91,75,60,67,45,0,12,MODELED
LV_DT_03,LV,56,68,57,88,43,0,21,MODELED
LV_DT_04,LV,78,72,95,75,42,0,11,MODELED
