assists,batted_passes,big_time_throws,blitz_snaps,broken_tackles,clean_att,competition_type,completions,contested_catches,contested_targets,coverage_snaps,deep_att,deep_comp,deep_targets,drops,drops_by_receivers,explosive_runs,fg_att,fg_att_30_39,fg_att_40_49,fg_att_50p,fg_att_u30,fg_made,fg_made_30_39,fg_made_40_49,fg_made_50p,fg_made_u30,first_downs,forced_fumbles,forced_incompletions,fumbles,fumbles_lost,games,gross_yards,gw_att,hits_allowed,hurries,hurries_allowed,inside_10,inside_20,int,kickoffs,longest,longest_fg,missed_tackles,missed_tackles_forced,net_yards,pass_att,pass_block_efficiency,pass_block_snaps,pass_breakups,pass_rush_snaps,pass_rush_win_rate,pass_td,pass_yd,passer_rating_allowed,penalties,play_action_att,player_id,position,pressure_att,pressure_comp,pressure_yd,pressures,pressures_allowed,punts,qb_hits,rec,rec_allowed,rec_td,rec_yd,return_yards_allowed,routes,run_block_losses,run_block_snaps,run_block_wins,run_stops,rush_att,rush_td,rush_yd,sack_yards,sacks,sacks_allowed,sacks_taken,scrambles,season,snaps,solo,starts,tackles,targets,td_allowed,team_id,tfl,throwaways,touchbacks,turnover_worthy_plays,week,xp_att,xp_made,yac,yards_after_contact,yards_allowed,yards_before_contact,yards_per_cov_snap
,,,,,,REGULAR_SEASON,,,,641.0,,,,,,,,,,,,,,,,,,,6.0,,,17.0,,,,,,,,2.0,,,,3.0,,,,,,2.0,,,,,1580.5,6.0,,BUF_CB_02,CB,,,,,,,,,47.0,,,,,,,,10.0,,,,,,,,,2029,832.0,31.0,,57.0,67.0,3.0,BUF,,,,,,,,,,535.0,,14.2
,,,,,,REGULAR_SEASON,,,,651.0,,,,,,,,,,,,,,,,,,,14.0,,,17.0,,,,,,,,1.0,,,,9.0,,,,,,6.0,,,,,1194.8,4.0,,P100190_CB,CB,,,,,,,,,40.0,,,,,,,,9.0,,,,,,,,,2029,844.0,48.0,,78.0,76.0,1.0,BUF,,,,,,,,,,443.0,,11.59
,,,,,,REGULAR_SEASON,,,,703.0,,,,,,,,,,,,,,,,,,,13.0,,,17.0,,,,,,,,0.0,,,,7.0,,,,,,5.0,,,,,1215.8,3.0,,PIT_S_01,S,,,,,,,,,28.0,,,,,,,,16.0,,,,,,,,,2029,912.0,33.0,,59.0,55.0,1.0,BUF,,,,,,,,,,324.0,,7.95
,,,,,,REGULAR_SEASON,,,,554.0,,,,,,,,,,,,,,,,,,,9.0,,,14.0,,,,,,,,0.0,,,,10.0,,,,,,2.0,,,,,1280.3,3.0,,P100881_S,S,,,,,,,,,42.0,,,,,,,,6.0,,,,,,,,,2029,722.0,33.0,,53.0,66.0,4.0,BUF,,,,,,,,,,464.0,,12.12
,,,,,,REGULAR_SEASON,,,,,,,,,,,21.0,4.0,6.0,8.0,5.0,19.0,4.0,5.0,4.0,4.0,,,,,,17.0,,2.0,,,,,,,66.0,,542.0,,,,,,,,,,,,,,,DEN_K_01,K,,,,,,,,,,,,,,,,,,,,,,,,,,2029,102.0,,,,,,BUF,,,39.0,,,38.0,36.0,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,2629.0,,,,,9.0,23.0,,,883.0,,,,2373.0,,,,,,,,,,,,PHI_P_01,P,,,,,,55.0,,,,,,256.0,,,,,,,,,,,,,,2029,85.0,,,,,,BUF,,,4.0,,,,,,,,,
,,45.0,,,352.0,REGULAR_SEASON,314.0,,,,54.0,21.0,,,13.0,,,,,,,,,,,,152.0,,,3.0,0.0,16.0,,,,,,,,12.0,,,,,,,509.0,,,,,,16.0,3785.0,,,108.0,CIN_QB_02,QB,157.0,72.0,671.0,,,,,,,,,,,,,,,50.0,,245.0,303.0,,,44.0,30.0,2029,1027.0,,16.0,,,,KC,,26.0,,15.0,,,,,,,,
,,,,21.0,,REGULAR_SEASON,,29.0,56.0,,,,46.0,12.0,,25.0,,,,,,,,,,,86.0,,,2.0,,13.0,,,,,,,,,,,,,11.0,,,,76.0,,,,,,,,,KC_RB_01,RB,,,,,10.0,,,181.0,,,2301.0,,150.0,,38.0,,,240.0,9.0,1076.0,,,,,,2029,444.0,,,,287.0,,KC,,,,,,,,991.0,469.0,,607.0,
,,,,,,REGULAR_SEASON,,15.0,32.0,,,,28.0,6.0,,,,,,,,,,,,,39.0,,,,,17.0,,,,,,,,,,,,,15.0,,,,,,,,,,,,,KC_WR_03,WR,,,,,,,,91.0,,6.0,1223.0,,636.0,,216.0,,,,,,,,,,,2029,748.0,,,,177.0,,KC,,,,,,,,490.0,,,,
,,,,,,REGULAR_SEASON,,6.0,16.0,,,,19.0,6.0,,,,,,,,,,,,,29.0,,,,,17.0,,,,,,,,,,,,,13.0,,,,,,,,,,,,,LAC_WR_07,WR,,,,,,,,70.0,,2.0,959.0,,622.0,,211.0,,,,,,,,,,,2029,734.0,,,,142.0,,KC,,,,,,,,369.0,,,,
,,,,,,REGULAR_SEASON,,3.0,12.0,,,,9.0,2.0,,,,,,,,,,,,,14.0,,,,,15.0,,,,,,,,,,,,,12.0,,,,,,,,,,,,,P100160_WR,WR,,,,,,,,40.0,,2.0,586.0,,564.0,,193.0,,,,,,,,,,,2029,663.0,,,,82.0,,KC,,,,,,,,246.0,,,,
,,,,,,REGULAR_SEASON,,1.0,7.0,,,,3.0,0.0,,,,,,,,,,,,,0.0,,,,,10.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,P100260_WR,WR,,,,,,,,9.0,,,161.0,,379.0,,130.0,,,,,,,,,,,2029,446.0,,,,20.0,,KC,,,,,,,,56.0,,,,
,,,,,,REGULAR_SEASON,,5.0,16.0,,,,12.0,0.0,,,,,,,,,,,,,14.0,,,,,14.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,KC_TE_01,TE,,,,,,,,39.0,,,555.0,,457.0,,155.0,,,,,,,,,,,2029,540.0,,,,80.0,,KC,,,,,,,,223.0,,,,
,,,,,,REGULAR_SEASON,,10.0,15.0,,,,4.0,3.0,,,,,,,,,,,,,7.0,,,,,17.0,,,,,,,,,,,,,9.0,,,,,,,,,,,,,P100186_TE,TE,,,,,,,,27.0,,,382.0,,557.0,,191.0,,,,,,,,,,,2029,660.0,,,,53.0,,KC,,,,,,,,155.0,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,7.0,,16.0,,,,,,,,,,,1358.9,537.0,,,,,,,11.0,,MIA_OT_01,OT,,,,,31.0,,,,,,,,,49.0,437.0,167.0,,,,,,,8.0,,,2029,974.0,,15.0,,,,KC,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,6.0,,18.0,,,,,,,,,,,1513.7,572.0,,,,,,,6.0,,NYG_OT_04,OT,,,,,26.0,,,,,,,,,37.0,464.0,191.0,,,,,,,2.0,,,2029,1036.0,,16.0,,,,KC,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,3.0,,,,,,,,,,,92.1,38.0,,,,,,,1.0,,P100312_OG,OG,,,,,3.0,,,,,,,,,2.0,31.0,12.0,,,,,,,0.0,,,2029,69.0,,1.0,,,,KC,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,5.0,,8.0,,,,,,,,,,,806.2,318.0,,,,,,,7.0,,P100528_OG,OG,,,,,18.0,,,,,,,,,27.0,257.0,102.0,,,,,,,6.0,,,2029,575.0,,9.0,,,,KC,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,5.0,,24.0,,,,,,,,,,,1581.9,615.0,,,,,,,11.0,,CHI_C_01,C,,,,,33.0,,,,,,,,,48.0,499.0,187.0,,,,,,,4.0,,,2029,1114.0,,17.0,,,,KC,,,,,,,,,,,,
17.0,2.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,0.0,,,,9.0,,,,13.0,,,,,,,,1.0,,,,,,,229.0,1.3,,,,1.0,,CLE_EDGE_02,EDGE,,,,22.0,,,6.0,,,,,,,,,,16.0,,,,,4.0,,,,2029,403.0,13.0,,30.0,,,KC,7.0,,,,,,,,,,,
18.0,0.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,1.0,,,,12.0,,,,11.0,,,,,,,,3.0,,,,,,,311.0,1.4,,,,0.0,,TEN_EDGE_01,EDGE,,,,21.0,,,7.0,,,,,,,,,,12.0,,,,,5.0,,,,2029,546.0,12.0,,30.0,,,KC,5.0,,,,,,,,,,,
21.0,1.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,1.0,,,,17.0,,,,15.0,,,,,,,,1.0,,,,,,,421.0,2.01,,,,5.0,,P100304_EDGE,EDGE,,,,31.0,,,13.0,,,,,,,,,,15.0,,,,,5.0,,,,2029,740.0,16.0,,37.0,,,KC,3.0,,,,,,,,,,,
18.0,2.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,1.0,,,,17.0,,,,12.0,,,,,,,,6.0,,,,,,,417.0,1.32,,,,3.0,,P100602_EDGE,EDGE,,,,19.0,,,6.0,,,,,,,,,,10.0,,,,,1.0,,,,2029,734.0,16.0,,34.0,,,KC,7.0,,,,,,,,,,,
24.0,0.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,0.0,,,,16.0,,,,26.0,,,,,,,,0.0,,,,,,,334.0,2.54,,,,5.0,,KC_DT_02,DT,,,,37.0,,,7.0,,,,,,,,,,34.0,,,,,4.0,,,,2029,591.0,15.0,,39.0,,,KC,9.0,,,,,,,,,,,
26.0,2.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,0.0,,,,17.0,,,,15.0,,,,,,,,7.0,,,,,,,367.0,2.06,,,,3.0,,CIN_DT_04,DT,,,,32.0,,,13.0,,,,,,,,,,22.0,,,,,6.0,,,,2029,647.0,23.0,,49.0,,,KC,6.0,,,,,,,,,,,
25.0,2.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,1.0,,,,15.0,,,,18.0,,,,,,,,5.0,,,,,,,333.0,2.15,,,,6.0,,ARI_DT_02,DT,,,,30.0,,,10.0,,,,,,,,,,33.0,,,,,2.0,,,,2029,586.0,16.0,,41.0,,,KC,6.0,,,,,,,,,,,
,,,54.0,,,REGULAR_SEASON,,,,452.0,,,,,,,,,,,,,,,,,,,5.0,,,13.0,,,,,,,,0.0,,,,10.0,,,,,,0.0,,,,,1356.0,2.0,,IND_LB_01,LB,,,,6.0,,,,,54.0,,,,,,,,11.0,,,,,1.0,,,,2029,587.0,47.0,,74.0,68.0,4.0,KC,5.0,,,,,,,,,608.0,,17.86
,,,104.0,,,REGULAR_SEASON,,,,618.0,,,,,,,,,,,,,,,,,,,12.0,,,17.0,,,,,,,,0.0,,,,8.0,,,,,,9.0,,,,,1401.0,6.0,,P100781_LB,LB,,,,11.0,,,,,34.0,,,,,,,,13.0,,,,,1.0,,,,2029,803.0,55.0,,87.0,55.0,3.0,KC,13.0,,,,,,,,,321.0,,8.9
,,,100.0,,,REGULAR_SEASON,,,,565.0,,,,,,,,,,,,,,,,,,,9.0,,,17.0,,,,,,,,0.0,,,,11.0,,,,,,6.0,,,,,1552.9,5.0,,P100726_LB,LB,,,,12.0,,,,,49.0,,,,,,,,12.0,,,,,1.0,,,,2029,736.0,71.0,,110.0,74.0,3.0,KC,12.0,,,,,,,,,662.0,,19.92
,,,,,,REGULAR_SEASON,,,,40.0,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,0.0,,,,0.0,,,,,,2.0,,,,,56.2,0.0,,P100292_CB,CB,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,2029,52.0,2.0,,3.0,2.0,0.0,KC,,,,,,,,,,0.0,,0.0
,,,,,,REGULAR_SEASON,,,,542.0,,,,,,,,,,,,,,,,,,,11.0,,,14.0,,,,,,,,2.0,,,,2.0,,,,,,5.0,,,,,941.5,5.0,,P100846_CB,CB,,,,,,,,,30.0,,,,,,,,7.0,,,,,,,,,2029,704.0,31.0,,52.0,54.0,0.0,KC,,,,,,,,,,363.0,,9.56
,,,,,,REGULAR_SEASON,,,,633.0,,,,,,,,,,,,,,,,,,,7.0,,,17.0,,,,,,,,1.0,,,,7.0,,,,,,4.0,,,,,1418.7,4.0,,DAL_CB_04,CB,,,,,,,,,41.0,,,,,,,,9.0,,,,,,,,,2029,820.0,42.0,,71.0,60.0,2.0,KC,,,,,,,,,,403.0,,10.65
,,,,,,REGULAR_SEASON,,,,648.0,,,,,,,,,,,,,,,,,,,16.0,,,17.0,,,,,,,,1.0,,,,8.0,,,,,,8.0,,,,,1515.9,2.0,,LAR_CB_11,CB,,,,,,,,,47.0,,,,,,,,13.0,,,,,,,,,2029,839.0,43.0,,70.0,73.0,3.0,KC,,,,,,,,,,610.0,,15.91
,,,,,,REGULAR_SEASON,,,,664.0,,,,,,,,,,,,,,,,,,,14.0,,,17.0,,,,,,,,1.0,,,,7.0,,,,,,7.0,,,,,1383.7,5.0,,ATL_S_04,S,,,,,,,,,44.0,,,,,,,,12.0,,,,,,,,,2029,862.0,32.0,,56.0,69.0,1.0,KC,,,,,,,,,,393.0,,10.15
,,,,,,REGULAR_SEASON,,,,689.0,,,,,,,,,,,,,,,,,,,11.0,,,17.0,,,,,,,,0.0,,,,13.0,,,,,,6.0,,,,,1434.9,7.0,,WAS_S_02,S,,,,,,,,,46.0,,,,,,,,10.0,,,,,,,,,2029,893.0,41.0,,69.0,69.0,1.0,KC,,,,,,,,,,592.0,,14.48
,,,,,,REGULAR_SEASON,,,,624.0,,,,,,,,,,,,,,,,,,,15.0,,,16.0,,,,,,,,1.0,,,,3.0,,,,,,7.0,,,,,1245.1,4.0,,ARI_S_04,S,,,,,,,,,34.0,,,,,,,,11.0,,,,,,,,,2029,807.0,41.0,,68.0,64.0,4.0,KC,,,,,,,,,,314.0,,7.95
,,,,,,REGULAR_SEASON,,,,,,,,,,,17.0,5.0,7.0,4.0,4.0,16.0,5.0,6.0,3.0,3.0,,,,,,17.0,,2.0,,,,,,,62.0,,401.0,,,,,,,,,,,,,,,KC_K_01,K,,,,,,,,,,,,,,,,,,,,,,,,,,2029,102.0,,,,,,KC,,,34.0,,,20.0,19.0,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,466.0,,,,,2.0,4.0,,,239.0,,,,434.0,,,,,,,,,,,,BAL_P_02,P,,,,,,10.0,,,,,,32.0,,,,,,,,,,,,,,2029,20.0,,,,,,KC,,,0.0,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,4.0,,15.0,,,,,,,,,,,1539.5,582.0,,,,,,,13.0,,DET_OG_03,OG,,,,,20.0,,,,,,,,,34.0,472.0,200.0,,,,,,,1.0,,,2029,1054.0,,16.0,,,,LV,,,,,,,,,,,,
,,25.0,,,242.0,REGULAR_SEASON,235.0,,,,37.0,12.0,,,10.0,,,,,,,,,,,,110.0,,,4.0,0.0,11.0,,,,,,,,10.0,,,,,,,361.0,,,,,,16.0,2470.0,,,95.0,TEN_QB_02,QB,119.0,47.0,481.0,,,,,,,,,,,,,,,47.0,,138.0,191.0,,,28.0,26.0,2029,687.0,,11.0,,,,NYG,,15.0,,17.0,,,,,,,,
,,,,29.0,,REGULAR_SEASON,,25.0,45.0,,,,34.0,6.0,,14.0,,,,,,,,,,,74.0,,,1.0,,13.0,,,,,,,,,,,,,20.0,,,,58.0,,,,,,,,,P100534_RB,RB,,,,,5.0,,,154.0,,,1697.0,,125.0,,33.0,,,204.0,9.0,943.0,,,,,,2029,379.0,,,,243.0,,NYG,,,,,,,,680.0,402.0,,541.0,
,,,,25.0,,REGULAR_SEASON,,9.0,16.0,,,,9.0,7.0,,5.0,,,,,,,,,,,20.0,,,2.0,,17.0,,,,,,,,,,,,,12.0,,,,80.0,,,,,,,,,P100511_RB,RB,,,,,10.0,,,52.0,,,680.0,,104.0,,24.0,,,77.0,,343.0,,,,,,2029,319.0,,,,92.0,,NYG,,,,,,,,239.0,148.0,,195.0,
,,,,3.0,,REGULAR_SEASON,,3.0,8.0,,,,1.0,1.0,,1.0,,,,,,,,,,,3.0,,,0.0,,5.0,,,,,,,,,,,,,3.0,,,,28.0,,,,,,,,,P100334_RB,RB,,,,,5.0,,,11.0,,,151.0,,25.0,,5.0,,,16.0,,68.0,,,,,,2029,77.0,,,,19.0,,NYG,,,,,,,,67.0,32.0,,36.0,
,,,,,,REGULAR_SEASON,,7.0,9.0,,,,9.0,5.0,,,,,,,,,,,,,15.0,,,,,7.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,LV_WR_02,WR,,,,,,,,39.0,,2.0,476.0,,259.0,,88.0,,,,,,,,,,,2029,305.0,,,,73.0,,NYG,,,,,,,,216.0,,,,
,,,,,,REGULAR_SEASON,,10.0,26.0,,,,25.0,10.0,,,,,,,,,,,,,36.0,,,,,17.0,,,,,,,,,,,,,16.0,,,,,,,,,,,,,MIN_WR_04,WR,,,,,,,,87.0,,7.0,1043.0,,635.0,,218.0,,,,,,,,,,,2029,749.0,,,,162.0,,NYG,,,,,,,,406.0,,,,
,,,,,,REGULAR_SEASON,,12.0,22.0,,,,19.0,4.0,,,,,,,,,,,,,25.0,,,,,17.0,,,,,,,,,,,,,16.0,,,,,,,,,,,,,DET_WR_04,WR,,,,,,,,64.0,,6.0,775.0,,633.0,,216.0,,,,,,,,,,,2029,746.0,,,,120.0,,NYG,,,,,,,,311.0,,,,
,,,,,,REGULAR_SEASON,,6.0,14.0,,,,9.0,3.0,,,,,,,,,,,,,10.0,,,,,17.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,SF_WR_05,WR,,,,,,,,35.0,,1.0,460.0,,613.0,,207.0,,,,,,,,,,,2029,724.0,,,,69.0,,NYG,,,,,,,,164.0,,,,
,,,,,,REGULAR_SEASON,,3.0,7.0,,,,3.0,3.0,,,,,,,,,,,,,2.0,,,,,17.0,,,,,,,,,,,,,9.0,,,,,,,,,,,,,KC_TE_02,TE,,,,,,,,18.0,,,243.0,,574.0,,194.0,,,,,,,,,,,2029,679.0,,,,38.0,,NYG,,,,,,,,79.0,,,,
,,,,,,REGULAR_SEASON,,0.0,1.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,P100833_TE,TE,,,,,,,,1.0,,,14.0,,33.0,,11.0,,,,,,,,,,,2029,39.0,,,,2.0,,NYG,,,,,,,,3.0,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,7.0,,15.0,,,,,,,,,,,1575.5,618.0,,,,,,,10.0,,NYG_OT_02,OT,,,,,28.0,,,,,,,,,43.0,500.0,190.0,,,,,,,7.0,,,2029,1118.0,,17.0,,,,NYG,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,2.0,,,,,,,,,,,95.0,40.0,,,,,,,0.0,,P100819_OT,OT,,,,,2.0,,,,,,,,,4.0,32.0,13.0,,,,,,,0.0,,,2029,72.0,,1.0,,,,NYG,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,2.0,,11.0,,,,,,,,,,,1613.6,608.0,,,,,,,10.0,,PHI_OG_02,OG,,,,,18.0,,,,,,,,,24.0,495.0,223.0,,,,,,,5.0,,,2029,1103.0,,17.0,,,,NYG,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,7.0,,12.0,,,,,,,,,,,1541.4,634.0,,,,,,,12.0,,PHI_C_01,C,,,,,29.0,,,,,,,,,46.0,514.0,199.0,,,,,,,12.0,,,2029,1148.0,,17.0,,,,NYG,,,,,,,,,,,,
25.0,1.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,1.0,,,,17.0,,,,35.0,,,,,,,,5.0,,,,,,,443.0,2.81,,,,1.0,,IND_EDGE_04,EDGE,,,,56.0,,,15.0,,,,,,,,,,42.0,,,,,7.0,,,,2029,777.0,18.0,,43.0,,,NYG,15.0,,,,,,,,,,,
28.0,1.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,0.0,,,,17.0,,,,7.0,,,,,,,,9.0,,,,,,,404.0,1.67,,,,6.0,,NYG_EDGE_02,EDGE,,,,22.0,,,8.0,,,,,,,,,,12.0,,,,,9.0,,,,2029,711.0,24.0,,52.0,,,NYG,7.0,,,,,,,,,,,
19.0,2.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,0.0,,,,14.0,,,,17.0,,,,,,,,5.0,,,,,,,352.0,1.78,,,,1.0,,DEN_EDGE_03,EDGE,,,,30.0,,,8.0,,,,,,,,,,23.0,,,,,5.0,,,,2029,619.0,11.0,,30.0,,,NYG,5.0,,,,,,,,,,,
19.0,2.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,0.0,,,,13.0,,,,9.0,,,,,,,,2.0,,,,,,,284.0,2.07,,,,2.0,,NYG_DT_04,DT,,,,26.0,,,12.0,,,,,,,,,,24.0,,,,,5.0,,,,2029,498.0,18.0,,37.0,,,NYG,8.0,,,,,,,,,,,
28.0,3.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,1.0,,,,17.0,,,,18.0,,,,,,,,4.0,,,,,,,357.0,2.57,,,,3.0,,PIT_DT_05,DT,,,,29.0,,,7.0,,,,,,,,,,34.0,,,,,6.0,,,,2029,631.0,21.0,,49.0,,,NYG,10.0,,,,,,,,,,,
28.0,3.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,0.0,,,,17.0,,,,18.0,,,,,,,,6.0,,,,,,,372.0,2.37,,,,1.0,,NE_DT_04,DT,,,,33.0,,,9.0,,,,,,,,,,36.0,,,,,6.0,,,,2029,656.0,24.0,,52.0,,,NYG,13.0,,,,,,,,,,,
,,,108.0,,,REGULAR_SEASON,,,,584.0,,,,,,,,,,,,,,,,,,,11.0,,,17.0,,,,,,,,0.0,,,,15.0,,,,,,4.0,,,,,1382.0,2.0,,PIT_LB_02,LB,,,,9.0,,,,,33.0,,,,,,,,11.0,,,,,1.0,,,,2029,760.0,55.0,,89.0,57.0,2.0,NYG,17.0,,,,,,,,,421.0,,12.64
,,,93.0,,,REGULAR_SEASON,,,,464.0,,,,,,,,,,,,,,,,,,,4.0,,,13.0,,,,,,,,0.0,,,,10.0,,,,,,3.0,,,,,1135.1,4.0,,CHI_LB_04,LB,,,,14.0,,,,,35.0,,,,,,,,8.0,,,,,1.0,,,,2029,604.0,38.0,,62.0,60.0,4.0,NYG,8.0,,,,,,,,,422.0,,11.88
,,,102.0,,,REGULAR_SEASON,,,,579.0,,,,,,,,,,,,,,,,,,,10.0,,,16.0,,,,,,,,2.0,,,,8.0,,,,,,6.0,,,,,1420.1,4.0,,DEN_LB_02,LB,,,,15.0,,,,,34.0,,,,,,,,11.0,,,,,2.0,,,,2029,753.0,66.0,,104.0,55.0,6.0,NYG,20.0,,,,,,,,,409.0,,11.57
,,,,,,REGULAR_SEASON,,,,637.0,,,,,,,,,,,,,,,,,,,9.0,,,17.0,,,,,,,,0.0,,,,7.0,,,,,,5.0,,,,,1388.7,4.0,,P100731_CB,CB,,,,,,,,,38.0,,,,,,,,14.0,,,,,,,,,2029,827.0,40.0,,66.0,61.0,2.0,NYG,,,,,,,,,,385.0,,10.3
,,,,,,REGULAR_SEASON,,,,585.0,,,,,,,,,,,,,,,,,,,9.0,,,15.0,,,,,,,,0.0,,,,7.0,,,,,,4.0,,,,,1459.8,3.0,,JAX_CB_01,CB,,,,,,,,,35.0,,,,,,,,8.0,,,,,,,,,2029,759.0,29.0,,51.0,54.0,4.0,NYG,,,,,,,,,,472.0,,11.77
,,,,,,REGULAR_SEASON,,,,627.0,,,,,,,,,,,,,,,,,,,10.0,,,17.0,,,,,,,,1.0,,,,11.0,,,,,,4.0,,,,,1322.8,3.0,,P100638_CB,CB,,,,,,,,,39.0,,,,,,,,11.0,,,,,,,,,2029,817.0,31.0,,55.0,64.0,2.0,NYG,,,,,,,,,,407.0,,11.25
,,,,,,REGULAR_SEASON,,,,640.0,,,,,,,,,,,,,,,,,,,15.0,,,17.0,,,,,,,,0.0,,,,5.0,,,,,,10.0,,,,,1507.0,3.0,,IND_CB_09,CB,,,,,,,,,42.0,,,,,,,,12.0,,,,,,,,,2029,830.0,35.0,,60.0,62.0,7.0,NYG,,,,,,,,,,447.0,,12.36
,,,,,,REGULAR_SEASON,,,,673.0,,,,,,,,,,,,,,,,,,,9.0,,,17.0,,,,,,,,0.0,,,,13.0,,,,,,3.0,,,,,1461.3,6.0,,JAX_S_03,S,,,,,,,,,43.0,,,,,,,,11.0,,,,,,,,,2029,872.0,51.0,,80.0,76.0,4.0,NYG,,,,,,,,,,455.0,,11.51
,,,,,,REGULAR_SEASON,,,,71.0,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,0.0,,,,2.0,,,,,,0.0,,,,,252.1,2.0,,P100065_S,S,,,,,,,,,9.0,,,,,,,,2.0,,,,,,,,,2029,93.0,6.0,,10.0,12.0,1.0,NYG,,,,,,,,,,127.0,,3.59
,,,,,,REGULAR_SEASON,,,,74.0,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,0.0,,,,1.0,,,,,,0.0,,,,,152.1,1.0,,SEA_S_06,S,,,,,,,,,7.0,,,,,,,,1.0,,,,,,,,,2029,95.0,6.0,,10.0,11.0,0.0,NYG,,,,,,,,,,50.0,,1.33
,,,,,,REGULAR_SEASON,,,,,,,,,,,28.0,6.0,11.0,12.0,5.0,21.0,6.0,9.0,10.0,3.0,,,,,,17.0,,2.0,,,,,,,73.0,,541.0,,,,,,,,,,,,,,,BUF_K_01,K,,,,,,,,,,,,,,,,,,,,,,,,,,2029,102.0,,,,,,NYG,,,48.0,,,28.0,27.0,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2330.0,,,,,7.0,20.0,,,739.0,,,,2122.0,,,,,,,,,,,,P100226_P,P,,,,,,50.0,,,,,,208.0,,,,,,,,,,,,,,2029,70.0,,,,,,NYG,,,0.0,,,,,,,,,
,,47.0,,,392.0,REGULAR_SEASON,387.0,,,,58.0,23.0,,,24.0,,,,,,,,,,,,178.0,,,6.0,4.0,17.0,,,,,,,,11.0,,,,,,,563.0,,,,,,31.0,4364.0,,,125.0,PHI_QB_01,QB,171.0,72.0,691.0,,,,,,,,,,,,,,,56.0,,269.0,270.0,,,42.0,33.0,2029,1073.0,,17.0,,,,PHI,,30.0,,17.0,,,,,,,,
,,,,27.0,,REGULAR_SEASON,,23.0,57.0,,,,41.0,18.0,,22.0,,,,,,,,,,,103.0,,,1.0,,17.0,,,,,,,,,,,,,4.0,,,,77.0,,,,,,,,,CLE_RB_03,RB,,,,,5.0,,,219.0,,,2556.0,,158.0,,40.0,,,263.0,8.0,1192.0,,,,,,2029,473.0,,,,322.0,,PHI,,,,,,,,1044.0,552.0,,640.0,
,,,,17.0,,REGULAR_SEASON,,6.0,16.0,,,,12.0,4.0,,6.0,,,,,,,,,,,18.0,,,0.0,,17.0,,,,,,,,,,,,,3.0,,,,91.0,,,,,,,,,P100058_RB,RB,,,,,9.0,,,47.0,,,635.0,,86.0,,18.0,,,59.0,,284.0,,,,,,2029,267.0,,,,71.0,,PHI,,,,,,,,250.0,138.0,,147.0,
